Search_method Problem Max_evals Run Score
2pt_xo_greedy 11_200_1000_4 1000 6 5140
2pt_xo_greedy 11_200_1000_4 1000 7 5180
2pt_xo_greedy 11_200_1000_4 1000 8 5140
2pt_xo_greedy 11_200_1000_4 1000 9 5180
2pt_xo_greedy 13_200_1000_4 1000 0 3680
2pt_xo_greedy 13_200_1000_4 1000 1 3680
2pt_xo_greedy 13_200_1000_4 1000 2 3680
2pt_xo_greedy 13_200_1000_4 1000 3 3663
2pt_xo_greedy 13_200_1000_4 1000 4 3637
2pt_xo_greedy 13_200_1000_4 1000 5 3663
2pt_xo_greedy 13_200_1000_4 1000 6 3680
2pt_xo_greedy 13_200_1000_4 1000 7 3663
2pt_xo_greedy 13_200_1000_4 1000 8 3680
2pt_xo_greedy 13_200_1000_4 1000 9 3663
2pt_xo_greedy 16_200_1000_4 1000 0 11502
2pt_xo_greedy 16_200_1000_4 1000 1 12477
2pt_xo_greedy 16_200_1000_4 1000 2 12304
2pt_xo_greedy 16_200_1000_4 1000 3 11235
2pt_xo_greedy 16_200_1000_4 1000 4 12436
2pt_xo_greedy 16_200_1000_4 1000 5 11645
2pt_xo_greedy 16_200_1000_4 1000 6 12529
2pt_xo_greedy 16_200_1000_4 1000 7 10231
2pt_xo_greedy 16_200_1000_4 1000 8 11955
2pt_xo_greedy 16_200_1000_4 1000 9 11883
2pt_xo_greedy 16_1000_1000_3 1000 0 36077
2pt_xo_greedy 16_1000_1000_3 1000 1 35748
2pt_xo_greedy 16_1000_1000_3 1000 2 35645
2pt_xo_greedy 16_1000_1000_3 1000 3 35787
2pt_xo_greedy 16_1000_1000_3 1000 4 33737
2pt_xo_greedy 16_1000_1000_3 1000 5 32492
2pt_xo_greedy 16_1000_1000_3 1000 6 33972
2pt_xo_greedy 16_1000_1000_3 1000 7 34988
2pt_xo_greedy 16_1000_1000_3 1000 8 35932
2pt_xo_greedy 16_1000_1000_3 1000 9 35050
3pt_xo_random 11_20_1000_4 1000 0 1400
3pt_xo_random 11_20_1000_4 1000 1 1400
3pt_xo_random 11_20_1000_4 1000 2 1400
3pt_xo_random 11_20_1000_4 1000 3 1400
3pt_xo_random 11_20_1000_4 1000 4 1400
3pt_xo_random 11_20_1000_4 1000 5 1400
3pt_xo_random 11_20_1000_4 1000 6 1400
3pt_xo_random 11_20_1000_4 1000 7 1440
3pt_xo_random 11_20_1000_4 1000 8 1400
3pt_xo_random 11_20_1000_4 1000 9 1320
3pt_xo_random 13_20_1000_4 1000 0 907
3pt_xo_random 13_20_1000_4 1000 1 907
3pt_xo_random 13_20_1000_4 1000 2 907
3pt_xo_random 13_20_1000_4 1000 3 907
3pt_xo_random 13_20_1000_4 1000 4 907
3pt_xo_random 13_20_1000_4 1000 5 907
3pt_xo_random 13_20_1000_4 1000 6 907
3pt_xo_random 13_20_1000_4 1000 7 907
3pt_xo_random 13_20_1000_4 1000 8 907
3pt_xo_random 13_20_1000_4 1000 9 907
3pt_xo_random 16_20_1000_4 1000 0 2893
3pt_xo_random 16_20_1000_4 1000 1 2886
3pt_xo_random 16_20_1000_4 1000 2 2893
3pt_xo_random 16_20_1000_4 1000 3 2893
3pt_xo_random 16_20_1000_4 1000 4 2893
3pt_xo_random 16_20_1000_4 1000 5 2893
3pt_xo_random 16_20_1000_4 1000 6 2893
3pt_xo_random 16_20_1000_4 1000 7 2893
3pt_xo_random 16_20_1000_4 1000 8 2893
3pt_xo_random 16_20_1000_4 1000 9 2886
3pt_xo_random 11_200_1000_4 1000 0 4380
3pt_xo_random 11_200_1000_4 1000 1 4340
3pt_xo_random 11_200_1000_4 1000 2 -5051
3pt_xo_random 11_200_1000_4 1000 3 -5673
3pt_xo_random 11_200_1000_4 1000 4 4460
3pt_xo_random 11_200_1000_4 1000 5 4420
3pt_xo_random 11_200_1000_4 1000 6 -5055
3pt_xo_random 11_200_1000_4 1000 7 -6295
3pt_xo_random 11_200_1000_4 1000 8 -5753
3pt_xo_random 11_200_1000_4 1000 9 -10797
3pt_xo_random 13_200_1000_4 1000 0 3620
3pt_xo_random 13_200_1000_4 1000 1 -4509
3pt_xo_random 13_200_1000_4 1000 2 -3060
3pt_xo_random 13_200_1000_4 1000 3 -4686
3pt_xo_random 13_200_1000_4 1000 4 -3849
3pt_xo_random 13_200_1000_4 1000 5 3663
3pt_xo_random 13_200_1000_4 1000 6 -2829
3pt_xo_random 13_200_1000_4 1000 7 -3015
3pt_xo_random 13_200_1000_4 1000 8 3550
3pt_xo_random 13_200_1000_4 1000 9 -2853
3pt_xo_random 16_200_1000_4 1000 0 -4945
3pt_xo_random 16_200_1000_4 1000 1 11815
3pt_xo_random 16_200_1000_4 1000 2 13256
3pt_xo_random 16_200_1000_4 1000 3 -4602
3pt_xo_random 16_200_1000_4 1000 4 -6306
3pt_xo_random 16_200_1000_4 1000 5 -4536
3pt_xo_random 16_200_1000_4 1000 6 -5811
3pt_xo_random 16_200_1000_4 1000 7 -5253
3pt_xo_random 16_200_1000_4 1000 8 11219
3pt_xo_random 16_200_1000_4 1000 9 12321
3pt_xo_random 16_1000_1000_3 1000 0 -112725
3pt_xo_random 16_1000_1000_3 1000 1 -104026
3pt_xo_random 16_1000_1000_3 1000 2 -112041
3pt_xo_random 16_1000_1000_3 1000 3 -112497
3pt_xo_random 16_1000_1000_3 1000 4 -131070
3pt_xo_random 16_1000_1000_3 1000 5 -110066
3pt_xo_random 16_1000_1000_3 1000 6 -111386
3pt_xo_random 16_1000_1000_3 1000 7 -119752
3pt_xo_random 16_1000_1000_3 1000 8 -115885
3pt_xo_random 16_1000_1000_3 1000 9 -113303
3pt_xo_greedy 11_20_1000_4 1000 0 1440
3pt_xo_greedy 11_20_1000_4 1000 1 1440
3pt_xo_greedy 11_20_1000_4 1000 2 1440
3pt_xo_greedy 11_20_1000_4 1000 3 1440
3pt_xo_greedy 11_20_1000_4 1000 4 1440
3pt_xo_greedy 11_20_1000_4 1000 5 1440
3pt_xo_greedy 11_20_1000_4 1000 6 1440
3pt_xo_greedy 11_20_1000_4 1000 7 1440
3pt_xo_greedy 11_20_1000_4 1000 8 1440
3pt_xo_greedy 11_20_1000_4 1000 9 1440
3pt_xo_greedy 13_20_1000_4 1000 0 907
3pt_xo_greedy 13_20_1000_4 1000 1 907
3pt_xo_greedy 13_20_1000_4 1000 2 907
3pt_xo_greedy 13_20_1000_4 1000 3 907
3pt_xo_greedy 13_20_1000_4 1000 4 907
3pt_xo_greedy 13_20_1000_4 1000 5 907
3pt_xo_greedy 13_20_1000_4 1000 6 907
3pt_xo_greedy 13_20_1000_4 1000 7 907
3pt_xo_greedy 13_20_1000_4 1000 8 907
3pt_xo_greedy 13_20_1000_4 1000 9 907
3pt_xo_greedy 16_20_1000_4 1000 0 2864
3pt_xo_greedy 16_20_1000_4 1000 1 2893
